user_id,cluster,episode_title,id,category,title,series,episode_name,description,description2,tags,image,directors_actors,tags2,publication_date,rating,duration_sec,season,episode,features,index
9,2.0,Redfern Now (),293.0,Drama,Redfern Now (2014),,Redfern Now (2014),"When a young Aboriginal woman is assaulted and doesn't report it, it has consequences she never could have imagined. (2014)","When a young Aboriginal woman is assaulted and doesn't report it, it has consequences she never could have imagined.","['ABC TV', 'DRAMA', 'INDIGENOUS']",https://cdn.iview.abc.net.au/thumbs/i/ip/IP1306H001S00_60937981cc7b2_1920.jpg,"[""['Cast Deb Mailman'"", ""'Wayne Blair'"", ""'Rarriwuy Hick'"", ""'Anthony Hayes']""]","['abc1', 'aussie', 'drama', 'a:established-parents', 'binge-worthy', 'a:home-duties', 'ns:be-entertained', 'a:older-sink-dink', 'a:retirees', 'a:working-parents\t', 'relationship-drama', 'indigenous', 'feature-length', 'aboriginal', 'revealing', 'compelling', 'emotional', 'australia', 'strong-female-lead', 'critically-acclaimed', 'relationships']",2021-06-30 07:00:00,M,5194.0,,,young aboriginal woman assaulted doesnt report consequence never could imagined 2014,
10,2.0,,10051.0,Panel Discussion,Australia Debates,,,"The funniest minds in Australia debate the findings of three issues uncovered by the Australia Talks national survey, asking 60,000 Australians 600 questions, and come to their own conclusions.","['Tom Cashman, Demi Lardner and Nat Damena argue the case that Pets are Better than People, against Mel Buttle, Dane Simpson and Lizzy Hoo arguing the negative. Moderated by Nikki Britton.', ""Arj Barker, Vidya Rajan and Suren Jayemanne argue the case that Younger Australians Have it Easier These Days, against Fiona O'Loughlin, Bridie Connell and Michael Hing arguing the negative. Moderated by Nikki Britton."", 'Steph Tisdell, Sam Campbell and Veronica Milsom argue the affirmative case that Social Media Should be Banned - against Nina Oyama, Danielle Walker and Blake Freeman arguing the negative. Moderated by Nikki Britton.']","['ABC TV Plus', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/fr/FR2011H003S00_60d9063606a5e_1920.jpg,"[""['Host Nikki Britton']""]","['ns:be-informed', 'public-affairs', 'current-affairs', 'interview', 'talk-show', 'abc2', 'panel', 'ns:be-entertained', 'australia', 'aussie', 'a:young-sink-dink', 'a:established-parents', 'investigation', 'a:older-sink-dink', 'revealing']",2021-06-28 21:33:30,M,"[2579.0, 2605.0, 2492.0]",,,funniest mind australia debate finding three issue uncovered australia talk national survey asking 60000 australian 600 question come conclusion,51.0
10,5.0,,10055.0,Family,Australia Remastered: Wild Australians,,,"Explore some of Australia's most iconic and fascinating animals. From mysterious orca to the iconic kangaroo, intelligent parrots and the secret lives of reptiles, all have evolved to survive across the Australian landscape.","['Echidnas and platypuses are unique, the only mammals in the world to share some traits with reptiles, such as laying eggs. Aaron Pedersen explains how they are highly-tuned to their environment.', ""Parrots are by far some of the world's most intelligent birds. Aaron Pedersen explores why these intelligent birds thrive in Australia, and what kind of impact their exceptional intellect has on our environment."", ""Known as the bulldozers of the bush, wombats are Australia's largest burrowing animals. Aaron Pedersen explores how their digging has transformed landscapes and changed the face of the continent."", ""Orcas are notorious for being merciless ocean killers, but as Aaron Pedersen explains, this is mostly a misunderstanding of what is one of Earth's most intelligent mammals, who live together in complex family groups."", 'The red kangaroo is iconic, but as Aaron Pedersen explains there is more to the kangaroo family than just one famous face. Explore how these marsupials spread across the continent, taking on a variety of shapes and forms.', ""There's more to Australia's reptiles than being cold-blooded killers. Aaron Pedersen explores intimate mating rituals and protective mothers as we scratch beneath the scales of our reptiles.""]","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1847H006S00_5f445cb8542cc.jpg,"[""['Host Aaron Pedersen']""]","['ns:be-informed', 'natural-world', 'wildlife', 'a:older-sink-dink', 'family-viewing-abcme', 'factual', 'docuseries', 'explore', 'science-week', 'a:retirees', 'family-viewing', 'abcme-shoulder', 'a:established-parents', 'ns:bond', 'ns:understand', 'informative', 'animals', 'nature', 'australia', 'environment', 'docs', 'ocean', 'abc3', 'abc1']",2020-08-30 18:57:00,G,"[3310.0, 3330.0, 3285.0, 3185.0, 3230.0, 3294.0]",,,explore australia iconic fascinating animal mysterious orca iconic kangaroo intelligent parrot secret life reptile evolved survive across australian landscape,55.0
11,4.0,Whiteley,128.0,Movies,Whiteley,,Whiteley,"A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage. (2017)","A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage.","['ABC TV', 'ABC TV Plus', 'ARTS & CULTURE', 'DOCUMENTARY', 'MOVIES']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1383A001S00_5b161b68ace61.jpg,"[""['Director James Bogle']""]","['abc1', 'abc2', 'abcarts', 'arts', 'docs', 'history', 'biography', 'creative', 'artists', 'culture', 'revealing', 'feature-docs', 'feature-length', 'film', 'australia', 'a:older-sink', 'a:young-sink-dink', 'ns:be-informed', 'ns:be-inspired']",2021-06-01 07:00:00,M,5395.0,,,visual journey private life creative legacy australia iconic artist brett whiteley told using personal letter photograph interwoven reconstruction archival interview rare footage 2017,
11,12.0,An Accidental Soldier,29.0,Movies,An Accidental Soldier,,An Accidental Soldier,"On the Western Front in WWI, an Australian on the run finds unexpected love with a grieving farm wife who tries to protect him from the war that shattered both their lives. (2012)","On the Western Front in WWI, an Australian on the run finds unexpected love with a grieving farm wife who tries to protect him from the war that shattered both their lives.","['ABC TV', 'DRAMA', 'MOVIES']",https://cdn.iview.abc.net.au/thumbs/i/dr/DR1201W001S00_5b2713da02e5a_1280.jpg,"[""['Director Rachel Ward']""]","['abc1', 'drama', 'film', 'war', 'love', 'romance', 'adaptation', 'world-war-1', 'history', 'period', 'period-drama', 'emotional', '1910s', 'critically-acclaimed', 'a:retirees', 'a:established-parents', 'ns:understand', 'ns:be-uplifted', 'australia']",2021-06-11 07:00:00,M,5502.0,,,western front wwi australian run find unexpected love grieving farm wife try protect war shattered life 2012,
12,5.0,,10055.0,Family,Australia Remastered: Wild Australians,,,"Explore some of Australia's most iconic and fascinating animals. From mysterious orca to the iconic kangaroo, intelligent parrots and the secret lives of reptiles, all have evolved to survive across the Australian landscape.","['Echidnas and platypuses are unique, the only mammals in the world to share some traits with reptiles, such as laying eggs. Aaron Pedersen explains how they are highly-tuned to their environment.', ""Parrots are by far some of the world's most intelligent birds. Aaron Pedersen explores why these intelligent birds thrive in Australia, and what kind of impact their exceptional intellect has on our environment."", ""Known as the bulldozers of the bush, wombats are Australia's largest burrowing animals. Aaron Pedersen explores how their digging has transformed landscapes and changed the face of the continent."", ""Orcas are notorious for being merciless ocean killers, but as Aaron Pedersen explains, this is mostly a misunderstanding of what is one of Earth's most intelligent mammals, who live together in complex family groups."", 'The red kangaroo is iconic, but as Aaron Pedersen explains there is more to the kangaroo family than just one famous face. Explore how these marsupials spread across the continent, taking on a variety of shapes and forms.', ""There's more to Australia's reptiles than being cold-blooded killers. Aaron Pedersen explores intimate mating rituals and protective mothers as we scratch beneath the scales of our reptiles.""]","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1847H006S00_5f445cb8542cc.jpg,"[""['Host Aaron Pedersen']""]","['ns:be-informed', 'natural-world', 'wildlife', 'a:older-sink-dink', 'family-viewing-abcme', 'factual', 'docuseries', 'explore', 'science-week', 'a:retirees', 'family-viewing', 'abcme-shoulder', 'a:established-parents', 'ns:bond', 'ns:understand', 'informative', 'animals', 'nature', 'australia', 'environment', 'docs', 'ocean', 'abc3', 'abc1']",2020-08-30 18:57:00,G,"[3310.0, 3330.0, 3285.0, 3185.0, 3230.0, 3294.0]",,,explore australia iconic fascinating animal mysterious orca iconic kangaroo intelligent parrot secret life reptile evolved survive across australian landscape,55.0
12,2.0,Children Of The Revolution,112.0,Movies,Children Of The Revolution,,Children Of The Revolution,"Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now. (1996)","Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now.","['ABC TV', 'DRAMA', 'MOVIES', 'COMEDY']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3036A001S00_61416a073863c_1920.jpg,"[""['Cast Judy Davis'"", ""'Richard Roxburgh'"", ""'Sam Neill'"", ""'Rachel Griffiths'"", ""'Geoffrey Rush']""]","['abc1', 'drama', 'film', 'comedy', 'australia', 'politics', 'period-drama', '1950s', '1970s', 'history', 'classic', 'irreverent', 'endearing', 'a:older-sink-dink', 'ns:be-entertained']",2021-10-01 07:00:00,M,6028.0,,,knew stalin spent last night arm young australian woman still knew lovechild brought australia brink civil war 1996,
13,4.0,Can We Save The Reef?,152.0,Family,Can We Save The Reef?,,Can We Save The Reef?,An epic story of Australian and international scientists who are racing to understand our greatest natural wonder and employing cutting edge science in an attempt to save it.,An epic story of Australian and international scientists who are racing to understand our greatest natural wonder and employing cutting edge science in an attempt to save it.,"['ABC TV', 'DOCUMENTARY', 'SCIENCE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/sc/SC1606H001S00_5af52d51e535c_1280.jpg,['[]'],"['abc1', 'docs', 'nature', 'science', 'science-week', 'climate-change', 'environment', 'natural-world', 'ocean', 'your-planet', 'truedocs', 'family-viewing']",2018-05-12 14:58:55,G,3428.0,,,epic story australian international scientist racing understand greatest natural wonder employing cutting edge science attempt save,
13,5.0,,10058.0,Family,Australia's Ocean Odyssey: A Journey Down The East Australian Current,,,"A landmark documentary series that takes a spectacular journey from the Great Barrier Reef down to Antarctica, revealing the ocean currents that create life on our planet, and what we can do to protect our planet's beating blue heart.","[""Journey down the East Australian Current all the way from the Great Barrier Reef to Antarctica. Discover how ocean currents create life on our planet and what you can do to protect our planet's blue heart."", 'Meet the everyday Australians making remarkable science discoveries about our marine life.', ""As we reach the end of the East Australian Current, its remaining flow mixes into the Antarctic Circumpolar Current and the Indian Ocean. Our whales finally leave Tasmania's temperate waters on their journey to Antarctica. (Final)"", 'Ride the East Australian Current through the subtropical marine environments of New South Wales with a pod of migrating humpback whales, we explore how the warm flow sustains and transforms whole ecosystems.']","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'SCIENCE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1809H_5ecf4fc864fe2_1280.jpg,"[""['Narrator Marta Dusseldorp']""]","['ocean', 'informative', 'natural-world', 'animals', 'science', 'family-viewing-abcme', 'explore', 'factual', 'family-viewing', 'extras', 'abc3', 'nature', 'abcme-shoulder', 'abc1', 'australia', 'environment', 'wildlife', 'docs']",2020-06-09 21:33:25,G,"[3549.0, 360.0, 3515.0, 3446.0]",,,landmark documentary series take spectacular journey great barrier reef antarctica revealing ocean current create life planet protect planet beating blue heart,58.0
14,2.0,,10144.0,Education,Deep Dive Into Australia's Ocean Odyssey,,,"Focussing on marine life, interconnectedness of land and sea, and ocean protection and restoration, this series is hosted by Rad Yeo and combines segments from Australia's Ocean Odyssey alongside interviews with experts.","['Emily Jateff from Australian National Maritime Museum discusses how our plastic waste impacts sea birds and how DMS gas released from plankton creates a circular connection between land and sea.', ""Director of Australia's Ocean Odyssey Nick Robinson talks about clown fish life cycle and their relationship with anemones. He then explains how hundreds of turtles are born but only a lucky few survive to return years later."", ""Drs Adriana Verges and Ziggy Marzinelli discuss segments from Australia's Ocean Odyssey on how important kelp forests are for pulling carbon and the work they are doing to reforest crayweed in Sydney in Operation Crayweed.""]","['ABC ME', 'EDUCATION']",https://cdn.iview.abc.net.au/thumbs/i/ck/CK2035H002S00_5f361c64a1908_1280.jpg,['[]'],"['secondary-maths', 'education', 'abc3']",2020-08-17 11:56:21,PG,"[1206.0, 1090.0, 1271.0]",,,focussing marine life interconnectedness land sea ocean protection restoration series hosted rad yeo combine segment australia ocean odyssey alongside interview expert,144.0
14,2.0,,10051.0,Panel Discussion,Australia Debates,,,"The funniest minds in Australia debate the findings of three issues uncovered by the Australia Talks national survey, asking 60,000 Australians 600 questions, and come to their own conclusions.","['Tom Cashman, Demi Lardner and Nat Damena argue the case that Pets are Better than People, against Mel Buttle, Dane Simpson and Lizzy Hoo arguing the negative. Moderated by Nikki Britton.', ""Arj Barker, Vidya Rajan and Suren Jayemanne argue the case that Younger Australians Have it Easier These Days, against Fiona O'Loughlin, Bridie Connell and Michael Hing arguing the negative. Moderated by Nikki Britton."", 'Steph Tisdell, Sam Campbell and Veronica Milsom argue the affirmative case that Social Media Should be Banned - against Nina Oyama, Danielle Walker and Blake Freeman arguing the negative. Moderated by Nikki Britton.']","['ABC TV Plus', 'PANEL & DISCUSSION']",https://cdn.iview.abc.net.au/thumbs/i/fr/FR2011H003S00_60d9063606a5e_1920.jpg,"[""['Host Nikki Britton']""]","['ns:be-informed', 'public-affairs', 'current-affairs', 'interview', 'talk-show', 'abc2', 'panel', 'ns:be-entertained', 'australia', 'aussie', 'a:young-sink-dink', 'a:established-parents', 'investigation', 'a:older-sink-dink', 'revealing']",2021-06-28 21:33:30,M,"[2579.0, 2605.0, 2492.0]",,,funniest mind australia debate finding three issue uncovered australia talk national survey asking 60000 australian 600 question come conclusion,51.0
15,8.0,Bronwyn Oliver: The Shadows Within,243.0,Documentary,Bronwyn Oliver: The Shadows Within,,Bronwyn Oliver: The Shadows Within,"This intimate documentary follows the journey of Bronwyn Oliver, a working-class girl from the country who became one of Australia's most influential contemporary sculptors.","This intimate documentary follows the journey of Bronwyn Oliver, a working-class girl from the country who became one of Australia's most influential contemporary sculptors.","['ABC TV Plus', 'ABC ARTS', 'ARTS & CULTURE', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/ac/AC2014H001S00_6152912688858.jpg,['[]'],"['abc2', 'arts', 'abcarts', 'docs', 'factual', 'new-south-wales', 'inspirational', 'biography', 'behind-the-scenes', 'artists', 'sculpture', 'compelling', 'revealing', 'informative', 'gender', 'know-my-name', 'australia']",2021-10-13 21:03:54,PG,3567.0,,,intimate documentary follows journey bronwyn oliver workingclass girl country became one australia influential contemporary sculptor,
